246,"mouse to 3,1",1
648,"mouse to 2,1",1
726,"mouse to 1,1",1
937,mouse click,1
1362,explorer open,1
1710,"mouse to 2,1",1
1966,"mouse to 2,2",1
2176,mouse click,1
2452,key TEXT,1
2940,key TEXT,1
3412,key TEXT,1
3793,key TEXT,1
4275,key TEXT,1
4703,key TEXT,1
5081,key TEXT,1
5377,key TEXT,1
5609,key TEXT,1
6061,key NUM,1
6433,key 28,1
6433,explorer path to documents/,1
6594,mouse click,1
6857,key TEXT,1
7524,key TEXT,1
7913,key TEXT,1
8396,key TEXT,1
8763,key TEXT,1
9098,key TEXT,1
9480,key TEXT,1
9977,key 28,1
9977,explorer path to documents/summary,1
10146,"mouse to 3,2",1
10530,"mouse to 3,3",1
10656,mouse rightclick,1
11055,"mouse to 3,2",1
11242,mouse click,1
11404,mouse click,1
11516,mouse click,1
11623,mouse click,1
11965,key 14,1
12514,key TEXT,1
12854,key TEXT,1
13304,key TEXT,1
13657,key TEXT,1
13903,key TEXT,1
14491,key TEXT,1
14896,key TEXT,1
15272,key TEXT,1
15707,key TEXT,1
16253,key TEXT,1
16613,key TEXT,1
17028,key 28,1
17273,"mouse to 3,3",1
17511,"mouse to 4,3",1
17808,"mouse to 4,4",1
17958,mouse click,1
18310,explorer minimize,1
18685,"mouse to 3,4",1
19056,"mouse to 2,4",1
19320,"mouse to 2,3",1
19561,"mouse to 1,3",1
19953,"mouse to 1,2",1
20062,mouse click,1
20566,explorer maximize,1
20853,"mouse to 2,2",1
21101,"mouse to 3,2",1
21340,"mouse to 3,3",1
21543,mouse doubleclick,1
21893,notepad open,1
26512,"mouse to 3,4",1
26823,"mouse to 4,4",1
26976,mouse click,1
27451,notepad minimize,1
27760,"mouse to 3,4",1
28127,"mouse to 3,3",1
28472,"mouse to 3,2",1
28715,"mouse to 2,2",1
28977,"mouse to 1,2",1
29081,mouse click,1
29329,explorer maximize,1
29772,key 14,1
29772,explorer path to documents/,1
30075,"mouse to 2,2",1
30226,mouse click,1
30556,key NUM,1
31012,key NUM,1
31434,key NUM,1
31788,key NUM,1
32108,key 28,1
32108,explorer path to documents/2017,1
32373,"mouse to 2,3",1
32636,"mouse to 3,3",1
